id;date;jour_semaine;num_jour_semaine;semaine_annee;mois;mois_label;annee;saison;cash;cb;ticket_resto;uber;ca_total;is_weekend;is_ferie;ca_lag7;ca_lag14;ca_moy_7j;ca_moy_30j
204;22/07/2024;Monday;1;30;7;juillet;2024;ete;275.0;467.0;2.0;47.0;791;0;0;600.0;623.0;703.0;715.0
205;23/07/2024;Tuesday;2;30;7;juillet;2024;ete;189.0;366.0;0.0;28.0;583;0;0;588.0;699.0;703.0;720.0
206;24/07/2024;Wednesday;3;30;7;juillet;2024;ete;205.0;371.0;0.0;31.0;607;0;0;574.0;616.0;707.0;724.0
207;25/07/2024;Thursday;4;30;7;juillet;2024;ete;235.0;430.0;19.0;46.0;730;0;0;653.0;667.0;718.0;729.0
208;26/07/2024;Friday;5;30;7;juillet;2024;ete;287.0;484.0;0.0;44.0;815;0;0;730.0;728.0;730.0;738.0
209;27/07/2024;Saturday;6;30;7;juillet;2024;ete;203.0;340.0;0.0;25.0;568;1;0;858.0;778.0;689.0;734.0
210;28/07/2024;Sunday;7;30;7;juillet;2024;ete;297.0;440.0;13.0;35.0;785;1;0;729.0;672.0;697.0;732.0
211;29/07/2024;Monday;1;31;7;juillet;2024;ete;212.0;395.0;0.0;26.0;633;0;0;791.0;600.0;674.0;729.0
212;30/07/2024;Tuesday;2;31;7;juillet;2024;ete;147.0;276.0;13.0;20.0;456;0;0;583.0;588.0;656.0;714.0
213;31/07/2024;Wednesday;3;31;7;juillet;2024;ete;206.0;379.0;0.0;39.0;624;0;0;607.0;574.0;659.0;711.0
214;01/08/2024;Thursday;4;31;8;aout;2024;ete;210.0;415.0;0.0;43.0;668;0;0;730.0;653.0;650.0;708.0
215;02/08/2024;Friday;5;31;8;aout;2024;ete;281.0;494.0;21.0;50.0;846;0;0;815.0;730.0;654.0;714.0
216;03/08/2024;Saturday;6;31;8;aout;2024;ete;232.0;391.0;16.0;23.0;662;1;0;568.0;858.0;668.0;706.0
217;04/08/2024;Sunday;7;31;8;aout;2024;ete;324.0;551.0;18.0;30.0;923;1;0;785.0;729.0;687.0;701.0
218;05/08/2024;Monday;1;32;8;aout;2024;ete;230.0;433.0;0.0;33.0;696;0;0;633.0;791.0;696.0;696.0
219;06/08/2024;Tuesday;2;32;8;aout;2024;ete;229.0;452.0;0.0;48.0;729;0;0;456.0;583.0;735.0;688.0
220;07/08/2024;Wednesday;3;32;8;aout;2024;ete;196.0;325.0;10.0;29.0;560;0;0;624.0;607.0;726.0;686.0
221;08/08/2024;Thursday;4;32;8;aout;2024;ete;265.0;421.0;8.0;33.0;727;0;0;668.0;730.0;735.0;687.0
222;09/08/2024;Friday;5;32;8;aout;2024;ete;282.0;490.0;14.0;51.0;837;0;0;846.0;815.0;733.0;694.0
223;10/08/2024;Saturday;6;32;8;aout;2024;ete;257.0;396.0;3.0;20.0;676;1;0;662.0;568.0;735.0;694.0
224;11/08/2024;Sunday;7;32;8;aout;2024;ete;229.0;372.0;17.0;24.0;642;1;0;923.0;785.0;695.0;691.0
225;12/08/2024;Monday;1;33;8;aout;2024;ete;218.0;442.0;0.0;41.0;701;0;0;696.0;633.0;696.0;689.0
226;13/08/2024;Tuesday;2;33;8;aout;2024;ete;257.0;423.0;0.0;40.0;720;0;0;729.0;456.0;695.0;690.0
227;14/08/2024;Wednesday;3;33;8;aout;2024;ete;290.0;506.0;26.0;36.0;858;0;0;560.0;624.0;737.0;699.0
228;15/08/2024;Thursday;4;33;8;aout;2024;ete;231.0;428.0;23.0;39.0;721;0;0;727.0;668.0;736.0;703.0
229;16/08/2024;Friday;5;33;8;aout;2024;ete;199.0;357.0;4.0;31.0;591;0;0;837.0;846.0;701.0;704.0
230;17/08/2024;Saturday;6;33;8;aout;2024;ete;220.0;359.0;0.0;22.0;601;1;0;676.0;662.0;691.0;702.0
231;18/08/2024;Sunday;7;33;8;aout;2024;ete;237.0;361.0;8.0;17.0;623;1;0;642.0;923.0;688.0;699.0
232;19/08/2024;Monday;1;34;8;aout;2024;ete;275.0;442.0;0.0;42.0;759;0;0;701.0;696.0;696.0;695.0
233;20/08/2024;Tuesday;2;34;8;aout;2024;ete;230.0;430.0;0.0;42.0;702;0;0;720.0;729.0;694.0;694.0
234;21/08/2024;Wednesday;3;34;8;aout;2024;ete;274.0;496.0;14.0;41.0;825;0;0;858.0;560.0;689.0;696.0
235;22/08/2024;Thursday;4;34;8;aout;2024;ete;236.0;371.0;11.0;31.0;649;0;0;721.0;727.0;679.0;698.0
236;23/08/2024;Friday;5;34;8;aout;2024;ete;208.0;370.0;0.0;39.0;617;0;0;591.0;837.0;682.0;698.0
237;24/08/2024;Saturday;6;34;8;aout;2024;ete;272.0;408.0;12.0;36.0;728;1;0;601.0;676.0;700.0;698.0
238;25/08/2024;Sunday;7;34;8;aout;2024;ete;246.0;379.0;0.0;31.0;656;1;0;623.0;642.0;705.0;693.0
239;26/08/2024;Monday;1;35;8;aout;2024;ete;223.0;418.0;0.0;39.0;680;0;0;759.0;701.0;694.0;696.0
240;27/08/2024;Tuesday;2;35;8;aout;2024;ete;220.0;353.0;7.0;43.0;623;0;0;702.0;720.0;683.0;691.0
241;28/08/2024;Wednesday;3;35;8;aout;2024;ete;271.0;473.0;17.0;33.0;794;0;0;825.0;858.0;678.0;696.0
242;29/08/2024;Thursday;4;35;8;aout;2024;ete;312.0;602.0;6.0;40.0;960;0;0;649.0;721.0;723.0;713.0
243;30/08/2024;Friday;5;35;8;aout;2024;ete;256.0;474.0;20.0;43.0;793;0;0;617.0;591.0;748.0;719.0
244;31/08/2024;Saturday;6;35;8;aout;2024;ete;393.0;630.0;29.0;23.0;1075;1;0;728.0;601.0;797.0;732.0
245;01/09/2024;Sunday;7;35;9;septembre;2024;automne;270.0;449.0;38.0;17.0;774;1;0;656.0;623.0;814.0;730.0
246;02/09/2024;Monday;1;36;9;septembre;2024;automne;263.0;534.0;10.0;42.0;849;0;0;680.0;759.0;838.0;736.0
247;03/09/2024;Tuesday;2;36;9;septembre;2024;automne;227.0;444.0;8.0;28.0;707;0;0;623.0;702.0;850.0;729.0
248;04/09/2024;Wednesday;3;36;9;septembre;2024;automne;279.0;477.0;23.0;33.0;812;0;0;794.0;825.0;853.0;733.0
249;05/09/2024;Thursday;4;36;9;septembre;2024;automne;231.0;439.0;7.0;36.0;713;0;0;960.0;649.0;818.0;732.0
250;06/09/2024;Friday;5;36;9;septembre;2024;automne;265.0;499.0;0.0;53.0;817;0;0;793.0;617.0;821.0;741.0
251;07/09/2024;Saturday;6;36;9;septembre;2024;automne;330.0;560.0;36.0;26.0;952;1;0;1075.0;728.0;803.0;748.0
252;08/09/2024;Sunday;7;36;9;septembre;2024;automne;261.0;418.0;19.0;19.0;717;1;0;774.0;656.0;795.0;744.0
253;09/09/2024;Monday;1;37;9;septembre;2024;automne;225.0;392.0;6.0;27.0;650;0;0;849.0;680.0;767.0;744.0
254;10/09/2024;Tuesday;2;37;9;septembre;2024;automne;260.0;474.0;7.0;34.0;775;0;0;707.0;623.0;777.0;748.0
255;11/09/2024;Wednesday;3;37;9;septembre;2024;automne;209.0;411.0;16.0;46.0;682;0;0;812.0;794.0;758.0;747.0
256;12/09/2024;Thursday;4;37;9;septembre;2024;automne;170.0;330.0;27.0;23.0;550;0;0;713.0;960.0;735.0;742.0
257;13/09/2024;Friday;5;37;9;septembre;2024;automne;308.0;565.0;12.0;44.0;929;0;0;817.0;793.0;751.0;744.0
258;14/09/2024;Saturday;6;37;9;septembre;2024;automne;237.0;389.0;3.0;30.0;659;1;0;952.0;1075.0;709.0;742.0
259;15/09/2024;Sunday;7;37;9;septembre;2024;automne;350.0;526.0;28.0;36.0;940;1;0;717.0;774.0;741.0;754.0
260;16/09/2024;Monday;1;38;9;septembre;2024;automne;235.0;410.0;3.0;46.0;694;0;0;650.0;849.0;747.0;757.0
261;17/09/2024;Tuesday;2;38;9;septembre;2024;automne;227.0;392.0;2.0;35.0;656;0;0;775.0;707.0;730.0;758.0
262;18/09/2024;Wednesday;3;38;9;septembre;2024;automne;312.0;592.0;0.0;48.0;952;0;0;682.0;812.0;769.0;764.0
263;19/09/2024;Thursday;4;38;9;septembre;2024;automne;172.0;366.0;0.0;37.0;575;0;0;550.0;713.0;772.0;760.0
264;20/09/2024;Friday;5;38;9;septembre;2024;automne;236.0;473.0;11.0;40.0;760;0;0;929.0;817.0;748.0;758.0
265;21/09/2024;Saturday;6;38;9;septembre;2024;automne;268.0;476.0;42.0;17.0;803;1;0;659.0;952.0;769.0;763.0
266;22/09/2024;Sunday;7;38;9;septembre;2024;automne;216.0;389.0;33.0;16.0;654;1;0;940.0;717.0;728.0;764.0
267;23/09/2024;Monday;1;39;9;septembre;2024;automne;169.0;347.0;0.0;34.0;550;0;0;694.0;650.0;707.0;758.0
268;24/09/2024;Tuesday;2;39;9;septembre;2024;automne;187.0;331.0;0.0;32.0;550;0;0;656.0;775.0;692.0;755.0
269;25/09/2024;Wednesday;3;39;9;septembre;2024;automne;179.0;354.0;14.0;35.0;582;0;0;952.0;682.0;639.0;752.0
270;26/09/2024;Thursday;4;39;9;septembre;2024;automne;226.0;411.0;9.0;48.0;694;0;0;575.0;550.0;656.0;754.0
271;27/09/2024;Friday;5;39;9;septembre;2024;automne;212.0;424.0;21.0;49.0;706;0;0;760.0;929.0;648.0;751.0
272;28/09/2024;Saturday;6;39;9;septembre;2024;automne;361.0;635.0;28.0;50.0;1074;1;0;803.0;659.0;687.0;755.0
273;29/09/2024;Sunday;7;39;9;septembre;2024;automne;360.0;630.0;0.0;40.0;1030;1;0;654.0;940.0;741.0;763.0
274;30/09/2024;Monday;1;40;9;septembre;2024;automne;147.0;300.0;10.0;28.0;485;0;0;550.0;694.0;732.0;743.0
275;01/10/2024;Tuesday;2;40;10;octobre;2024;automne;220.0;396.0;0.0;43.0;659;0;0;550.0;656.0;747.0;739.0
276;02/10/2024;Wednesday;3;40;10;octobre;2024;automne;225.0;411.0;15.0;32.0;683;0;0;582.0;952.0;762.0;734.0
277;03/10/2024;Thursday;4;40;10;octobre;2024;automne;211.0;449.0;0.0;41.0;701;0;0;694.0;575.0;763.0;733.0
278;04/10/2024;Friday;5;40;10;octobre;2024;automne;339.0;655.0;1.0;64.0;1059;0;0;706.0;760.0;813.0;742.0
279;05/10/2024;Saturday;6;40;10;octobre;2024;automne;386.0;650.0;0.0;46.0;1082;1;0;1074.0;803.0;814.0;754.0
280;06/10/2024;Sunday;7;40;10;octobre;2024;automne;336.0;600.0;0.0;34.0;970;1;0;1030.0;654.0;806.0;759.0
281;07/10/2024;Monday;1;41;10;octobre;2024;automne;198.0;339.0;14.0;32.0;583;0;0;485.0;550.0;820.0;747.0
282;08/10/2024;Tuesday;2;41;10;octobre;2024;automne;204.0;408.0;13.0;45.0;670;0;0;659.0;550.0;821.0;745.0
283;09/10/2024;Wednesday;3;41;10;octobre;2024;automne;207.0;376.0;8.0;28.0;619;0;0;683.0;582.0;812.0;744.0
284;10/10/2024;Thursday;4;41;10;octobre;2024;automne;286.0;603.0;0.0;43.0;932;0;0;701.0;694.0;845.0;749.0
285;11/10/2024;Friday;5;41;10;octobre;2024;automne;266.0;543.0;0.0;39.0;848;0;0;1059.0;706.0;815.0;755.0
286;12/10/2024;Saturday;6;41;10;octobre;2024;automne;297.0;472.0;3.0;38.0;810;1;0;1082.0;1074.0;776.0;764.0
287;13/10/2024;Sunday;7;41;10;octobre;2024;automne;575.0;932.0;42.0;68.0;1617;1;0;970.0;1030.0;868.0;787.0
288;14/10/2024;Monday;1;42;10;octobre;2024;automne;216.0;436.0;0.0;39.0;691;0;0;583.0;485.0;884.0;788.0
289;15/10/2024;Tuesday;2;42;10;octobre;2024;automne;283.0;482.0;1.0;54.0;820;0;0;670.0;659.0;905.0;784.0
290;16/10/2024;Wednesday;3;42;10;octobre;2024;automne;404.0;842.0;17.0;61.0;1324;0;0;619.0;683.0;1006.0;805.0
291;17/10/2024;Thursday;4;42;10;octobre;2024;automne;377.0;797.0;0.0;87.0;1261;0;0;932.0;701.0;1053.0;825.0
292;18/10/2024;Friday;5;42;10;octobre;2024;automne;469.0;870.0;0.0;96.0;1435;0;0;848.0;1059.0;1137.0;841.0
293;19/10/2024;Saturday;6;42;10;octobre;2024;automne;370.0;639.0;19.0;41.0;1069;1;0;810.0;1082.0;1174.0;857.0
294;20/10/2024;Sunday;7;42;10;octobre;2024;automne;255.0;430.0;15.0;28.0;728;1;0;1617.0;970.0;1047.0;856.0
295;21/10/2024;Monday;1;43;10;octobre;2024;automne;302.0;633.0;0.0;45.0;980;0;0;691.0;583.0;1088.0;862.0
296;22/10/2024;Tuesday;2;43;10;octobre;2024;automne;186.0;352.0;17.0;26.0;581;0;0;820.0;670.0;1054.0;860.0
297;23/10/2024;Wednesday;3;43;10;octobre;2024;automne;256.0;452.0;19.0;38.0;765;0;0;1324.0;619.0;974.0;867.0
298;24/10/2024;Thursday;4;43;10;octobre;2024;automne;273.0;569.0;0.0;38.0;880;0;0;1261.0;932.0;920.0;878.0
299;25/10/2024;Friday;5;43;10;octobre;2024;automne;273.0;544.0;0.0;42.0;859;0;0;1435.0;848.0;837.0;887.0
300;26/10/2024;Saturday;6;43;10;octobre;2024;automne;299.0;514.0;36.0;31.0;880;1;0;1069.0;810.0;810.0;893.0
301;27/10/2024;Sunday;7;43;10;octobre;2024;automne;292.0;514.0;28.0;18.0;852;1;0;728.0;1617.0;828.0;898.0
302;28/10/2024;Monday;1;44;10;octobre;2024;automne;243.0;457.0;0.0;44.0;744;0;0;980.0;691.0;794.0;887.0
303;29/10/2024;Tuesday;2;44;10;octobre;2024;automne;169.0;350.0;7.0;26.0;552;0;0;581.0;820.0;790.0;871.0
304;30/10/2024;Wednesday;3;44;10;octobre;2024;automne;256.0;462.0;0.0;51.0;769;0;0;765.0;1324.0;791.0;881.0
305;31/10/2024;Thursday;4;44;10;octobre;2024;automne;322.0;720.0;0.0;78.0;1120;0;0;880.0;1261.0;825.0;896.0
306;01/11/2024;Friday;5;44;11;novembre;2024;automne;276.0;587.0;5.0;40.0;908;0;0;859.0;1435.0;832.0;904.0
307;02/11/2024;Saturday;6;44;11;novembre;2024;automne;260.0;430.0;21.0;17.0;728;1;0;880.0;1069.0;810.0;905.0
308;03/11/2024;Sunday;7;44;11;novembre;2024;automne;294.0;504.0;0.0;30.0;828;1;0;852.0;728.0;807.0;897.0
309;04/11/2024;Monday;1;45;11;novembre;2024;automne;175.0;342.0;18.0;25.0;560;0;0;744.0;980.0;781.0;879.0
310;05/11/2024;Tuesday;2;45;11;novembre;2024;automne;224.0;479.0;0.0;46.0;749;0;0;552.0;581.0;809.0;872.0
311;06/11/2024;Wednesday;3;45;11;novembre;2024;automne;357.0;673.0;33.0;58.0;1121;0;0;769.0;765.0;859.0;890.0
312;07/11/2024;Thursday;4;45;11;novembre;2024;automne;226.0;448.0;0.0;33.0;707;0;0;1120.0;880.0;800.0;891.0
313;08/11/2024;Friday;5;45;11;novembre;2024;automne;324.0;729.0;0.0;76.0;1129;0;0;908.0;859.0;832.0;908.0
314;09/11/2024;Saturday;6;45;11;novembre;2024;automne;284.0;480.0;25.0;38.0;827;1;0;728.0;880.0;846.0;905.0
315;10/11/2024;Sunday;7;45;11;novembre;2024;automne;303.0;503.0;29.0;29.0;864;1;0;828.0;852.0;851.0;905.0
316;11/11/2024;Monday;1;46;11;novembre;2024;automne;237.0;421.0;1.0;46.0;705;0;0;560.0;744.0;872.0;902.0
317;12/11/2024;Tuesday;2;46;11;novembre;2024;automne;176.0;373.0;0.0;32.0;581;0;0;749.0;552.0;848.0;867.0
318;13/11/2024;Wednesday;3;46;11;novembre;2024;automne;181.0;359.0;15.0;26.0;581;0;0;1121.0;769.0;771.0;864.0
319;14/11/2024;Thursday;4;46;11;novembre;2024;automne;191.0;425.0;0.0;42.0;658;0;0;707.0;1120.0;764.0;858.0
320;15/11/2024;Friday;5;46;11;novembre;2024;automne;310.0;589.0;4.0;53.0;956;0;0;1129.0;908.0;739.0;846.0
321;16/11/2024;Saturday;6;46;11;novembre;2024;automne;346.0;597.0;16.0;24.0;983;1;0;827.0;728.0;761.0;837.0
322;17/11/2024;Sunday;7;46;11;novembre;2024;automne;348.0;516.0;26.0;32.0;922;1;0;864.0;828.0;769.0;820.0
323;18/11/2024;Monday;1;47;11;novembre;2024;automne;192.0;416.0;0.0;36.0;644;0;0;705.0;560.0;761.0;805.0
324;19/11/2024;Tuesday;2;47;11;novembre;2024;automne;229.0;451.0;24.0;30.0;734;0;0;581.0;749.0;783.0;806.0
325;20/11/2024;Wednesday;3;47;11;novembre;2024;automne;275.0;468.0;13.0;40.0;796;0;0;581.0;1121.0;813.0;799.0
326;21/11/2024;Thursday;4;47;11;novembre;2024;automne;226.0;435.0;2.0;36.0;699;0;0;658.0;707.0;819.0;803.0
327;22/11/2024;Friday;5;47;11;novembre;2024;automne;304.0;607.0;4.0;68.0;983;0;0;956.0;1129.0;823.0;811.0
328;23/11/2024;Saturday;6;47;11;novembre;2024;automne;272.0;462.0;0.0;26.0;760;1;0;983.0;827.0;791.0;807.0
329;24/11/2024;Sunday;7;47;11;novembre;2024;automne;270.0;416.0;9.0;22.0;717;1;0;922.0;864.0;762.0;802.0
330;25/11/2024;Monday;1;48;11;novembre;2024;automne;204.0;388.0;10.0;41.0;643;0;0;644.0;705.0;762.0;794.0
331;26/11/2024;Tuesday;2;48;11;novembre;2024;automne;180.0;360.0;0.0;37.0;577;0;0;734.0;581.0;739.0;785.0
332;27/11/2024;Wednesday;3;48;11;novembre;2024;automne;276.0;473.0;5.0;42.0;796;0;0;796.0;581.0;739.0;787.0
333;28/11/2024;Thursday;4;48;11;novembre;2024;automne;297.0;619.0;6.0;69.0;991;0;0;699.0;658.0;781.0;801.0
334;29/11/2024;Friday;5;48;11;novembre;2024;automne;345.0;705.0;26.0;61.0;1137;0;0;983.0;956.0;803.0;813.0
335;30/11/2024;Saturday;6;48;11;novembre;2024;automne;297.0;510.0;39.0;34.0;880;1;0;760.0;983.0;820.0;805.0
336;01/12/2024;Sunday;7;48;12;decembre;2024;hiver;336.0;568.0;2.0;33.0;939;1;0;717.0;922.0;852.0;806.0
337;02/12/2024;Monday;1;49;12;decembre;2024;hiver;200.0;486.0;0.0;41.0;727;0;0;643.0;644.0;864.0;806.0
338;03/12/2024;Tuesday;2;49;12;decembre;2024;hiver;262.0;499.0;0.0;43.0;804;0;0;577.0;734.0;896.0;806.0
339;04/12/2024;Wednesday;3;49;12;decembre;2024;hiver;266.0;551.0;0.0;41.0;858;0;0;796.0;796.0;905.0;816.0
340;05/12/2024;Thursday;4;49;12;decembre;2024;hiver;260.0;505.0;9.0;39.0;813;0;0;991.0;699.0;880.0;818.0
341;06/12/2024;Friday;5;49;12;decembre;2024;hiver;262.0;505.0;0.0;42.0;809;0;0;1137.0;983.0;833.0;807.0
342;07/12/2024;Saturday;6;49;12;decembre;2024;hiver;339.0;637.0;15.0;30.0;1021;1;0;880.0;760.0;853.0;818.0
343;08/12/2024;Sunday;7;49;12;decembre;2024;hiver;288.0;533.0;0.0;40.0;861;1;0;939.0;717.0;842.0;809.0
344;09/12/2024;Monday;1;50;12;decembre;2024;hiver;212.0;429.0;0.0;39.0;680;0;0;727.0;643.0;835.0;804.0
345;10/12/2024;Tuesday;2;50;12;decembre;2024;hiver;205.0;435.0;0.0;37.0;677;0;0;804.0;577.0;817.0;798.0
346;11/12/2024;Wednesday;3;50;12;decembre;2024;hiver;254.0;514.0;29.0;40.0;837;0;0;858.0;796.0;814.0;802.0
347;12/12/2024;Thursday;4;50;12;decembre;2024;hiver;214.0;424.0;27.0;34.0;699;0;0;813.0;991.0;798.0;806.0
348;13/12/2024;Friday;5;50;12;decembre;2024;hiver;290.0;631.0;0.0;62.0;983;0;0;809.0;1137.0;823.0;819.0
349;14/12/2024;Saturday;6;50;12;decembre;2024;hiver;302.0;574.0;0.0;24.0;900;1;0;1021.0;880.0;805.0;828.0
350;15/12/2024;Sunday;7;50;12;decembre;2024;hiver;287.0;522.0;0.0;36.0;845;1;0;861.0;939.0;803.0;824.0
351;16/12/2024;Monday;1;51;12;decembre;2024;hiver;238.0;527.0;0.0;55.0;820;0;0;680.0;727.0;823.0;818.0
352;17/12/2024;Tuesday;2;51;12;decembre;2024;hiver;208.0;445.0;0.0;42.0;695;0;0;677.0;804.0;826.0;811.0
353;18/12/2024;Wednesday;3;51;12;decembre;2024;hiver;256.0;570.0;0.0;46.0;872;0;0;837.0;858.0;831.0;818.0
354;19/12/2024;Thursday;4;51;12;decembre;2024;hiver;248.0;462.0;5.0;51.0;766;0;0;699.0;813.0;840.0;820.0
355;20/12/2024;Friday;5;51;12;decembre;2024;hiver;317.0;584.0;0.0;57.0;958;0;0;983.0;809.0;837.0;825.0
356;21/12/2024;Saturday;6;51;12;decembre;2024;hiver;341.0;620.0;18.0;22.0;1001;1;0;900.0;1021.0;851.0;835.0
357;22/12/2024;Sunday;7;51;12;decembre;2024;hiver;372.0;606.0;19.0;33.0;1030;1;0;845.0;861.0;877.0;837.0
358;23/12/2024;Monday;1;52;12;decembre;2024;hiver;167.0;323.0;1.0;32.0;523;0;0;820.0;680.0;835.0;829.0
359;24/12/2024;Tuesday;2;52;12;decembre;2024;hiver;113.0;213.0;0.0;18.0;344;0;0;695.0;677.0;785.0;816.0
360;25/12/2024;Wednesday;3;52;12;decembre;2024;hiver;63.0;156.0;0.0;14.0;233;0;1;872.0;837.0;694.0;803.0
361;26/12/2024;Thursday;4;52;12;decembre;2024;hiver;125.0;265.0;0.0;25.0;415;0;0;766.0;699.0;643.0;797.0
362;27/12/2024;Friday;5;52;12;decembre;2024;hiver;280.0;617.0;0.0;39.0;936;0;0;958.0;983.0;640.0;802.0
363;28/12/2024;Saturday;6;52;12;decembre;2024;hiver;316.0;553.0;7.0;43.0;919;1;0;1001.0;900.0;629.0;799.0
364;29/12/2024;Sunday;7;52;12;decembre;2024;hiver;358.0;561.0;1.0;33.0;953;1;0;1030.0;845.0;618.0;793.0
365;30/12/2024;Monday;1;1;12;decembre;2024;hiver;232.0;547.0;0.0;51.0;830;0;0;523.0;820.0;661.0;792.0
366;31/12/2024;Tuesday;2;1;12;decembre;2024;hiver;109.0;256.0;0.0;18.0;383;0;0;344.0;695.0;667.0;773.0
